id,raw_copper,health,name,lvl_min,lvl_max,type_enemy,type_life,react_alliance,react_horde,lvl,vendor_worth,ah_worth
2453,194,0,Lo'Grosh,39,39,4,7,-1.0,-1.0,39,4990.0,111847.0
2473,0,0,Granistad,40,40,0,1,1.0,-1.0,40,559.0,1081.0
2474,0,0,Kurdros,40,40,0,1,1.0,-1.0,40,541.0,1214.0
2476,0,573,Large Loch Crocolisk,22,22,4,1,-1.0,-1.0,22,693.0,1778.0
2477,109,0,Gradok,19,21,1,7,-1.0,,20,204.0,432.0
2478,111,0,Haren Swifthoof,19,21,1,7,-1.0,1.0,20,438.0,4074.0
2503,82,840,Hillsbrad Foreman,27,28,0,7,1.0,-1.0,27,280.0,671.0
2505,0,0,Saltwater Snapjaw,49,50,0,1,0.0,0.0,49,805.0,982.0
2521,0,0,Skymane Gorilla,50,50,0,1,-1.0,-1.0,50,525.0,497.0
2522,0,0,Jaguero Stalker,50,50,0,1,-1.0,-1.0,50,663.0,749.0
2529,194,0,Son of Arugal,24,25,1,7,-1.0,-1.0,24,516.0,2393.0
2530,220,0,Yenniku,41,41,0,7,-1.0,-1.0,41,441.0,1279.0
2534,288,0,Zanzil the Outcast,46,46,0,7,-1.0,-1.0,46,572.0,1752.0
2535,247,0,"Maury ""Club Foot"" Wilkins",43,44,0,6,-1.0,-1.0,43,342.0,613.0
2536,244,0,Jon-Jon the Crow,43,44,0,6,-1.0,-1.0,43,314.0,526.0
2537,245,0,"Chucky ""Ten Thumbs""",43,44,0,6,-1.0,-1.0,43,327.0,600.0
2541,271,0,Lord Sakrasis,45,45,4,7,-1.0,-1.0,45,5345.0,12475.0
2544,0,1902,Southern Sand Crawler,40,41,0,1,0.0,0.0,40,174.0,373.0
2545,192,0,"""Pretty Boy"" Duncan",39,39,0,7,-1.0,-1.0,39,276.0,477.0
2546,332,0,Fleet Master Firallon,48,48,0,7,-1.0,-1.0,48,509.0,1394.0
2547,243,0,Ironpatch,43,43,0,7,-1.0,-1.0,43,559.0,968.0
2548,308,0,Captain Keelhaul,47,47,0,7,-1.0,-1.0,47,619.0,1046.0
2549,243,0,Garr Salthoof,43,43,0,7,-1.0,-1.0,43,545.0,847.0
2550,299,0,Captain Stillwater,46,46,0,7,-1.0,-1.0,46,589.0,930.0
2551,250,0,Brutus,43,43,0,4,-1.0,-1.0,43,403.0,1146.0
2552,110,0,Witherbark Troll,30,31,0,7,-1.0,-1.0,30,179.0,395.0
2553,109,882,Witherbark Shadowcaster,31,32,0,7,-1.0,-1.0,31,314.0,524.0
2554,112,0,Witherbark Axe Thrower,32,33,0,7,-1.0,-1.0,32,341.0,595.0
2555,132,0,Witherbark Witch Doctor,33,34,0,7,-1.0,-1.0,33,313.0,561.0
2556,140,0,Witherbark Headhunter,34,35,0,7,-1.0,-1.0,34,384.0,861.0
2557,150,0,Witherbark Shadow Hunter,35,36,0,7,-1.0,-1.0,35,317.0,744.0
2558,494,0,Witherbark Berserker,36,37,1,7,-1.0,-1.0,36,779.0,1534.0
2559,0,0,Highland Strider,30,31,0,1,-1.0,-1.0,30,249.0,446.0
2560,0,0,Highland Thrasher,33,34,0,1,-1.0,-1.0,33,326.0,507.0
2561,0,0,Highland Fleshstalker,36,37,0,1,-1.0,-1.0,36,384.0,578.0
2562,111,0,Boulderfist Ogre,32,33,0,7,-1.0,-1.0,32,388.0,666.0
2563,0,0,Plains Creeper,32,33,0,1,-1.0,-1.0,32,383.0,664.0
2564,132,0,Boulderfist Enforcer,33,34,0,7,-1.0,-1.0,33,435.0,711.0
2565,0,0,Giant Plains Creeper,35,36,0,1,-1.0,-1.0,35,438.0,734.0
2566,150,0,Boulderfist Brute,35,36,0,7,-1.0,-1.0,35,418.0,698.0
2567,162,0,Boulderfist Magus,36,37,0,7,-1.0,-1.0,36,442.0,910.0
2569,514,0,Boulderfist Mauler,37,38,1,7,-1.0,-1.0,37,1138.0,2145.0
2570,546,0,Boulderfist Shaman,38,39,1,7,-1.0,-1.0,38,1143.0,2297.0
2571,582,0,Boulderfist Lord,39,40,1,7,-1.0,-1.0,39,1253.0,2455.0
2572,150,0,Drywhisker Kobold,35,36,0,7,-1.0,-1.0,35,301.0,549.0
2573,172,0,Drywhisker Surveyor,37,38,0,7,-1.0,-1.0,37,345.0,623.0
2574,161,0,Drywhisker Digger,36,37,0,7,-1.0,-1.0,36,333.0,596.0
2575,113,935,Dark Iron Supplier,31,32,0,7,-1.0,-1.0,31,420.0,475.0
2577,114,847,Dark Iron Shadowcaster,31,32,0,7,-1.0,-1.0,31,348.0,711.0
2578,0,0,Young Mesa Buzzard,31,32,0,1,-1.0,-1.0,31,318.0,444.0
2579,0,0,Mesa Buzzard,34,35,0,1,-1.0,-1.0,34,392.0,523.0
2580,0,0,Elder Mesa Buzzard,37,38,0,1,-1.0,-1.0,37,493.0,580.0
2581,111,0,Dabyrie Militia,31,32,0,7,1.0,-1.0,31,377.0,609.0
2582,104,0,Dabyrie Laborer,30,31,0,7,1.0,-1.0,30,360.0,709.0
2583,515,0,Stromgarde Troll Hunter,37,38,1,7,1.0,-1.0,37,911.0,1708.0
2584,549,0,Stromgarde Defender,38,39,1,7,1.0,-1.0,38,1005.0,2220.0
2585,586,0,Stromgarde Vindicator,39,40,1,7,1.0,-1.0,39,1072.0,3136.0
2586,104,0,Syndicate Highwayman,30,31,0,7,-1.0,-1.0,30,326.0,548.0
2587,111,0,Syndicate Pathstalker,32,33,0,7,-1.0,-1.0,32,322.0,495.0
2588,483,0,Syndicate Prowler,36,37,1,7,-1.0,-1.0,36,839.0,1519.0
2589,112,0,Syndicate Mercenary,31,32,0,7,-1.0,-1.0,31,349.0,565.0
2590,450,0,Syndicate Conjuror,35,36,1,7,-1.0,-1.0,35,772.0,1365.0
2591,517,0,Syndicate Magus,37,38,1,7,-1.0,-1.0,37,901.0,1704.0
2592,0,0,Rumbling Exile,38,39,0,4,-1.0,-1.0,38,567.0,3690.0
2595,181,0,Daggerspine Raider,38,39,0,7,-1.0,-1.0,38,288.0,462.0
2596,192,0,Daggerspine Sorceress,39,40,0,7,-1.0,-1.0,39,247.0,447.0
2597,615,0,Lord Falconcrest,40,40,1,7,-1.0,-1.0,40,268.0,1443.0
2598,568,0,Darbel Montrose,39,39,2,7,-1.0,-1.0,39,584.0,941.0
2599,549,0,Otto,38,38,1,7,-1.0,-1.0,38,256.0,375.0
2600,129,0,Singer,34,34,4,7,-1.0,-1.0,34,2023.0,7524.0
2601,256,0,Foulbelly,42,42,2,7,-1.0,-1.0,42,106.0,155.0
2602,552,0,Ruul Onestone,39,39,2,7,-1.0,-1.0,39,107.0,167.0
2603,166,0,Kovork,36,36,4,7,-1.0,-1.0,36,2243.0,5041.0
2604,200,0,Molok the Crusher,39,39,4,7,-1.0,-1.0,39,1496.0,4199.0
2605,210,0,Zalas Witherbark,40,40,4,7,-1.0,,40,220.0,486.0
2606,172,0,Nimar the Slayer,37,37,4,7,-1.0,-1.0,37,2633.0,22936.0
2607,787,0,Prince Galen Trollbane,44,44,1,7,1.0,-1.0,44,38.0,60.0
2611,693,0,Fozruk,42,42,1,5,0.0,0.0,42,573.0,1164.0
2612,543,0,Lieutenant Valorcall,38,38,1,7,1.0,-1.0,38,53.0,83.0
2618,132,0,Hammerfall Peon,33,34,0,7,-1.0,1.0,33,398.0,726.0
2619,140,0,Hammerfall Grunt,34,35,0,7,-1.0,1.0,34,434.0,760.0
2624,202,0,Gazban,40,40,0,7,1.0,-1.0,40,194.0,338.0
2628,132,0,Dalaran Worker,33,34,0,7,1.0,0.0,33,332.0,589.0
2635,0,0,Elder Saltwater Crocolisk,38,38,1,1,-1.0,-1.0,38,322.0,301.0
2636,190,0,Blackwater Deckhand,38,39,0,7,1.0,1.0,38,484.0,818.0
2639,275,0,Vilebranch Axe Thrower,45,46,0,7,-1.0,-1.0,45,461.0,1299.0
2640,289,0,Vilebranch Witch Doctor,46,47,0,7,-1.0,-1.0,46,547.0,1461.0
2641,879,0,Vilebranch Headhunter,46,47,1,7,-1.0,-1.0,46,181.0,1099.0
2642,929,0,Vilebranch Shadowcaster,47,48,1,7,-1.0,-1.0,47,192.0,1207.0
2643,928,0,Vilebranch Berserker,47,48,1,7,-1.0,-1.0,47,207.0,1315.0
2644,984,0,Vilebranch Hideskinner,48,49,1,7,-1.0,-1.0,48,430.0,2413.0
2645,984,0,Vilebranch Shadow Hunter,48,49,1,7,-1.0,-1.0,48,202.0,1289.0
2646,1039,0,Vilebranch Blood Drinker,49,50,1,7,-1.0,-1.0,49,197.0,1292.0
2647,1042,0,Vilebranch Soul Eater,49,50,1,7,-1.0,-1.0,49,198.0,1303.0
2648,1100,0,Vilebranch Aman'zasi Guard,50,51,1,7,-1.0,-1.0,50,203.0,1307.0
2649,206,0,Witherbark Scalper,40,41,0,7,-1.0,-1.0,40,431.0,1269.0
2650,218,0,Witherbark Zealot,41,42,0,7,-1.0,-1.0,41,435.0,1134.0
2651,231,0,Witherbark Hideskinner,42,43,0,7,-1.0,-1.0,42,495.0,1588.0
2652,246,0,Witherbark Venomblood,43,43,0,7,-1.0,-1.0,43,465.0,1378.0
2653,259,0,Witherbark Sadist,44,45,0,7,-1.0,-1.0,44,471.0,1294.0
2654,279,0,Witherbark Caller,45,46,0,7,-1.0,-1.0,45,406.0,1187.0
2655,175,0,Green Sludge,46,47,0,10,-1.0,-1.0,46,1044.0,1001.0
2656,149,0,Jade Ooze,47,48,0,10,-1.0,-1.0,47,1050.0,1056.0
2657,0,0,Trained Razorbeak,40,42,0,1,1.0,-1.0,41,651.0,1495.0
2658,0,0,Razorbeak Gryphon,43,45,0,1,1.0,-1.0,44,638.0,1360.0
2659,0,0,Razorbeak Skylord,46,48,0,1,1.0,-1.0,47,615.0,1495.0
2680,0,0,Vilebranch Wolf Pup,46,47,0,1,-1.0,-1.0,46,560.0,1045.0
2681,0,0,Vilebranch Raiding Wolf,50,51,1,1,-1.0,-1.0,50,682.0,890.0
2686,0,0,Witherbark Broodguard,44,45,0,1,-1.0,-1.0,44,669.0,982.0
2691,245,0,Highvale Outrunner,43,44,0,7,1.0,-1.0,43,876.0,1608.0
2692,259,0,Highvale Scout,44,45,0,7,1.0,-1.0,44,837.0,1475.0
2693,276,0,Highvale Marksman,45,46,0,7,1.0,-1.0,45,768.0,1370.0
2694,290,0,Highvale Ranger,46,47,0,7,1.0,-1.0,46,803.0,1597.0
2701,183,0,Dustbelcher Ogre,38,39,0,7,-1.0,-1.0,38,315.0,506.0
2707,0,0,Shadra,55,55,1,1,-1.0,-1.0,55,533.0,1017.0
2714,152,0,Forsaken Courier,35,35,0,7,-1.0,1.0,35,165.0,245.0
2715,192,0,Dustbelcher Brute,39,40,0,7,-1.0,-1.0,39,318.0,635.0
2716,205,0,Dustbelcher Wyrmhunter,40,41,0,7,-1.0,-1.0,40,454.0,702.0
2717,219,0,Dustbelcher Mauler,41,42,0,7,-1.0,-1.0,41,562.0,874.0
2718,229,0,Dustbelcher Shaman,42,43,0,7,-1.0,-1.0,42,595.0,936.0
2719,264,0,Dustbelcher Lord,44,45,0,7,-1.0,-1.0,44,967.0,1726.0
2720,245,0,Dustbelcher Ogre Mage,43,44,0,7,-1.0,-1.0,43,693.0,1075.0
2721,151,0,Forsaken Bodyguard,35,35,0,7,-1.0,1.0,35,420.0,670.0
2723,181,0,Stone Golem,38,39,0,4,-1.0,-1.0,38,534.0,1257.0
2725,217,0,Scalding Whelp,41,43,0,2,-1.0,-1.0,42,377.0,2091.0
2726,736,0,Scorched Guardian,43,45,1,2,-1.0,-1.0,44,868.0,3364.0
2727,0,0,Crag Coyote,35,36,0,1,-1.0,-1.0,35,345.0,615.0
2728,0,0,Feral Crag Coyote,37,38,0,1,-1.0,-1.0,37,396.0,677.0
2729,0,0,Elder Crag Coyote,39,40,0,1,-1.0,-1.0,39,425.0,726.0
2730,0,0,Rabid Crag Coyote,42,43,0,1,-1.0,-1.0,42,489.0,928.0
2731,0,0,Ridge Stalker,36,37,0,1,-1.0,-1.0,36,390.0,613.0
2732,0,0,Ridge Huntress,38,39,0,1,-1.0,-1.0,38,494.0,761.0
2733,163,0,Apothecary Jorell,36,36,0,7,-1.0,1.0,36,341.0,522.0
2734,0,0,Ridge Stalker Patriarch,40,41,0,1,-1.0,-1.0,40,544.0,740.0
2735,0,0,Lesser Rock Elemental,37,39,0,4,-1.0,-1.0,38,526.0,3397.0
2736,0,0,Greater Rock Elemental,42,44,0,4,-1.0,-1.0,43,669.0,2506.0
2738,482,0,Stromgarde Cavalryman,36,37,1,7,1.0,-1.0,36,114.0,173.0
2739,150,0,Shadowforge Tunneler,35,36,0,7,-1.0,-1.0,35,375.0,600.0
2740,162,0,Shadowforge Darkweaver,36,37,0,7,-1.0,-1.0,36,398.0,685.0
2742,183,0,Shadowforge Chanter,38,39,0,7,-1.0,-1.0,38,419.0,692.0
2743,182,0,Shadowforge Warrior,38,39,0,7,-1.0,-1.0,38,461.0,770.0
2744,214,0,Shadowforge Commander,40,40,4,7,-1.0,-1.0,40,910.0,2539.0
2745,0,0,Ambassador Infernus,42,42,1,4,-1.0,-1.0,42,186.0,1715.0
2748,938,0,Archaedas,47,47,1,5,-1.0,-1.0,47,15627.0,299.0
2749,231,0,Siege Golem,40,40,2,4,-1.0,-1.0,40,2498.0,7039.0
2751,192,0,War Golem,36,36,4,4,-1.0,-1.0,36,1877.0,6045.0
2752,0,0,Rumbler,45,45,4,4,-1.0,-1.0,45,1901.0,5734.0
2753,0,0,Barnabus,38,38,0,1,-1.0,-1.0,38,3549.0,9607.0
2754,646,0,Anathemus,45,45,2,5,-1.0,-1.0,45,2121.0,6242.0
2755,0,0,Myzrael,44,44,1,4,0.0,0.0,44,232.0,1276.0
2757,1462,0,Blacklash,50,50,1,2,-1.0,-1.0,50,62.0,71.0
2759,1467,0,Hematus,50,50,1,2,-1.0,-1.0,50,65.0,74.0
2760,0,0,Burning Exile,38,39,0,4,-1.0,-1.0,38,421.0,4680.0
2761,0,0,Cresting Exile,38,39,0,4,-1.0,-1.0,38,247.0,2423.0
2762,0,0,Thundering Exile,38,39,0,4,-1.0,-1.0,38,256.0,2235.0
2763,684,0,Thenan,42,42,1,5,-1.0,-1.0,42,1332.0,2574.0
2764,203,0,Sleeby,40,40,0,7,0.0,0.0,40,608.0,889.0
2765,196,0,Znort,39,39,0,7,0.0,0.0,39,335.0,508.0
2773,205,0,Or'Kalar,40,40,1,7,-1.0,-1.0,40,57.0,92.0
2779,239,0,Prince Nazjak,41,41,4,7,-1.0,-1.0,41,5843.0,377.0
2780,666,0,Caretaker Nevlin,41,41,1,7,1.0,-1.0,41,269.0,575.0
2781,630,0,Caretaker Weston,41,41,1,7,1.0,-1.0,41,209.0,426.0
2782,664,0,Caretaker Alaric,41,41,1,7,1.0,-1.0,41,307.0,548.0
2783,624,0,Marez Cowl,40,40,1,7,-1.0,-1.0,40,356.0,700.0
2791,0,0,Enraged Rock Elemental,42,43,0,4,-1.0,-1.0,42,680.0,2559.0
2793,193,0,Kor'gresh Coldrage,39,39,0,7,-1.0,-1.0,39,141.0,225.0
2794,0,0,Summoned Guardian,38,38,1,4,1.0,-1.0,38,132.0,1134.0
2829,0,0,Starving Buzzard,35,37,0,1,-1.0,-1.0,36,382.0,553.0
2830,0,0,Buzzard,37,39,0,1,-1.0,-1.0,38,461.0,618.0
2831,0,0,Giant Buzzard,39,41,0,1,-1.0,-1.0,40,512.0,688.0
2850,0,0,Broken Tooth,37,60,4,1,-1.0,-1.0,48,2258.0,6297.0
2892,548,0,Stonevault Seer,39,40,1,7,-1.0,-1.0,39,910.0,2336.0
2893,194,0,Stonevault Bonesnapper,39,40,0,7,-1.0,-1.0,39,355.0,650.0
2894,205,0,Stonevault Shaman,40,41,0,7,-1.0,-1.0,40,380.0,608.0
2906,149,0,Dustbelcher Warrior,35,37,0,7,-1.0,-1.0,36,300.0,483.0
2907,160,0,Dustbelcher Mystic,36,37,0,7,-1.0,-1.0,36,341.0,625.0
2919,0,0,Fam'retor Guardian,45,45,0,4,-1.0,-1.0,45,576.0,2280.0
2923,0,0,Mangy Silvermane,41,42,0,1,-1.0,-1.0,41,509.0,863.0
2924,0,0,Silvermane Wolf,43,44,0,1,-1.0,-1.0,43,552.0,949.0
2925,0,0,Silvermane Howler,45,46,0,1,-1.0,-1.0,45,568.0,1070.0
2926,0,0,Silvermane Stalker,47,48,0,1,-1.0,-1.0,47,574.0,1136.0
2927,231,0,Vicious Owlbeast,42,43,0,7,-1.0,-1.0,42,642.0,1325.0
2928,260,0,Primitive Owlbeast,44,45,0,7,-1.0,-1.0,44,654.0,1450.0
2929,291,0,Savage Owlbeast,46,47,0,7,-1.0,-1.0,46,749.0,1569.0
2931,0,0,Zaricotl,55,55,2,1,-1.0,-1.0,55,6769.0,19087.0
2932,181,0,Magregan Deepshadow,38,38,1,7,-1.0,-1.0,38,73.0,114.0
2937,738,0,Dagun the Ravenous,43,43,1,7,-1.0,-1.0,43,24.0,45.0
2944,215,0,Boss Tho'grun,41,42,0,7,-1.0,-1.0,41,227.0,318.0
2945,231,0,Murdaloc,42,42,0,7,-1.0,-1.0,42,573.0,970.0
2949,4,98,Palemane Tanner,5,6,0,7,-1.0,-1.0,5,15.0,82366.0
2950,6,131,Palemane Skinner,6,7,0,7,-1.0,-1.0,6,22.0,90114.0
2951,6,156,Palemane Poacher,7,8,0,7,-1.0,-1.0,7,24.0,77584.0
2952,3,71,Bristleback Quilboar,3,4,0,7,,-1.0,3,3.0,9045.0
2953,3,69,Bristleback Shaman,3,4,0,7,,-1.0,3,3.0,5854.0
2954,0,102,Bristleback Battleboar,4,5,0,1,,-1.0,4,8.0,349771.0
2955,14,55,Plainstrider,1,2,0,1,,0.0,1,7.0,237194.0
2956,3,137,Adult Plainstrider,6,7,0,1,0.0,0.0,6,10.0,129993.0
2957,6,176,Elder Plainstrider,8,9,0,1,0.0,0.0,8,19.0,125594.0
2958,4,102,Prairie Wolf,5,6,0,1,-1.0,-1.0,5,9.0,62760.0
2959,6,156,Prairie Stalker,7,8,0,1,-1.0,-1.0,7,13.0,57980.0
2960,7,176,Prairie Wolf Alpha,9,10,0,1,-1.0,-1.0,9,22.0,78726.0
2961,0,71,Mountain Cougar,3,3,0,1,,0.0,3,8.0,1890878.0
2962,6,156,Windfury Harpy,7,8,0,7,-1.0,-1.0,7,27.0,49697.0
2963,8,148,Windfury Wind Witch,8,9,0,7,-1.0,-1.0,8,29.0,47961.0
2964,8,178,Windfury Sorceress,9,10,0,7,-1.0,-1.0,9,34.0,50547.0
2965,9,208,Windfury Matriarch,10,11,0,7,-1.0,-1.0,10,41.0,44257.0
2966,0,71,Battleboar,3,4,0,1,,-1.0,3,7.0,346159.0
2967,8,156,Galak Centaur,8,9,0,7,-1.0,-1.0,8,23.0,68923.0
2968,8,198,Galak Outrunner,9,10,0,7,-1.0,-1.0,9,29.0,88314.0
2969,3,137,Wiry Swoop,5,7,0,1,-1.0,-1.0,6,9.0,108983.0
2970,5,156,Swoop,7,9,0,1,-1.0,-1.0,8,21.0,108444.0
2971,8,156,Taloned Swoop,8,10,0,1,-1.0,-1.0,9,20.0,113863.0
2972,10,156,Kodo Calf,7,8,0,1,0.0,0.0,7,16.0,6983.0
2973,0,222,Kodo Bull,10,11,0,1,0.0,0.0,10,23.0,89.0
2974,0,222,Kodo Matriarch,11,12,0,1,0.0,0.0,11,31.0,109.0
2975,3,102,Venture Co. Hireling,5,6,0,7,-1.0,-1.0,5,15.0,73291.0
2976,6,137,Venture Co. Laborer,6,7,0,7,-1.0,-1.0,6,21.0,78980.0
2977,6,156,Venture Co. Taskmaster,7,8,0,7,-1.0,-1.0,7,23.0,72204.0
2978,8,176,Venture Co. Worker,8,9,0,7,-1.0,-1.0,8,27.0,69072.0
2979,8,198,Venture Co. Supervisor,9,10,0,7,,-1.0,9,34.0,72066.0
2989,6,156,Bael'dun Digger,7,8,0,7,1.0,-1.0,7,17.0,7414.0
2990,8,143,Bael'dun Appraiser,8,9,0,7,1.0,-1.0,8,22.0,9747.0
3035,7,156,Flatland Cougar,7,8,0,1,-1.0,-1.0,7,12.0,8255.0
3051,14,247,Supervisor Fizsprocket,12,12,0,7,,-1.0,12,23.0,32233.0
3056,0,247,Ghost Howl,12,12,4,1,-1.0,-1.0,12,25.0,67637.0
3058,4,444,Arra'chea,11,11,0,1,,0.0,11,25.0,6167.0
3068,1,176,Mazzranache,9,9,4,1,-1.0,-1.0,9,100.0,107095.0
3094,348,0,Unseen,49,51,0,6,0.0,,50,834.0,1411.0
3098,4,55,Mottled Boar,1,2,0,1,,0.0,1,7.0,358107.0
3099,8,137,Dire Mottled Boar,6,7,0,1,0.0,0.0,6,11.0,4414.0
3100,6,156,Elder Mottled Boar,8,9,0,1,0.0,0.0,8,17.0,2434.0
3101,3,69,Vile Familiar,3,4,0,7,,-1.0,3,5.0,110575.0
3102,4,71,Felstalker,3,4,0,3,,-1.0,3,8.0,1915644.0
3103,6,120,Makrura Clacker,6,7,0,7,,-1.0,6,16.0,4370.0
3104,6,137,Makrura Shellhide,6,7,0,7,,-1.0,6,16.0,839.0
3105,7,156,Makrura Snapclaw,8,9,0,7,,-1.0,8,19.0,341.0
3106,4,120,Pygmy Surf Crawler,5,6,0,1,,0.0,5,15.0,8941.0
3107,5,137,Surf Crawler,7,8,0,1,,0.0,7,19.0,3182.0
3108,0,176,Encrusted Surf Crawler,9,10,0,1,,0.0,9,18.0,40.0
3110,6,198,Dreadmaw Crocolisk,9,11,0,1,-1.0,-1.0,10,31.0,3651.0
3111,6,120,Razormane Quilboar,6,7,0,7,,-1.0,6,22.0,5494.0
3112,7,156,Razormane Scout,7,8,0,7,-1.0,-1.0,7,24.0,6232.0
3113,7,148,Razormane Dustrunner,8,9,0,7,-1.0,-1.0,8,28.0,3091.0
3114,8,198,Razormane Battleguard,9,10,0,7,-1.0,-1.0,9,34.0,6460.0
3115,6,137,Dustwind Harpy,7,8,0,7,-1.0,-1.0,7,33.0,60286.0
3116,7,137,Dustwind Pillager,7,8,0,7,-1.0,-1.0,7,33.0,57745.0
3117,8,176,Dustwind Savage,9,10,0,7,-1.0,-1.0,9,40.0,60458.0
3118,9,186,Dustwind Storm Witch,10,11,0,7,-1.0,-1.0,10,45.0,50949.0
3119,6,137,Kolkar Drudge,6,7,0,7,-1.0,-1.0,6,20.0,66392.0
3120,7,148,Kolkar Outrunner,7,8,0,7,,-1.0,7,22.0,69474.0
3121,5,156,Durotar Tiger,7,8,0,1,,-1.0,7,11.0,4138.0
3122,7,137,Bloodtalon Taillasher,6,8,0,1,-1.0,-1.0,7,14.0,9346.0
3123,6,176,Bloodtalon Scythemaw,8,10,0,1,-1.0,-1.0,9,23.0,2725.0
3124,6,71,Scorpid Worker,3,3,0,1,,0.0,3,9.0,2008.0
3125,4,102,Clattering Scorpid,5,6,0,1,-1.0,-1.0,5,16.0,6228.0
3126,8,156,Armored Scorpid,7,8,0,1,-1.0,-1.0,7,22.0,5027.0
3127,7,198,Venomtail Scorpid,9,10,0,1,-1.0,-1.0,9,30.0,2595.0
3128,4,120,Kul Tiras Sailor,5,6,0,7,1.0,-1.0,5,13.0,338124.0
3129,6,120,Kul Tiras Marine,6,7,0,7,,-1.0,6,18.0,341040.0
3130,7,176,Thunder Lizard,9,10,0,1,-1.0,-1.0,9,26.0,2497.0
3131,7,222,Lightning Hide,10,11,0,1,,-1.0,10,31.0,3642.0
3141,8,156,Makrura Elder,8,9,0,7,,-1.0,8,13.0,381.0
3183,3,98,Yarrog Baneshadow,5,5,0,7,,-1.0,5,2.0,54935.0
3192,8,156,Lieutenant Benedict,8,8,0,7,,-1.0,8,10.0,165980.0
3195,8,176,Burning Blade Thug,8,9,0,7,,-1.0,8,23.0,59826.0
3196,8,166,Burning Blade Neophyte,9,10,0,7,,-1.0,9,28.0,65924.0
3197,8,186,Burning Blade Fanatic,9,10,0,7,-1.0,-1.0,9,29.0,58626.0
3198,9,178,Burning Blade Apprentice,10,11,0,7,,-1.0,10,39.0,59668.0
3199,9,178,Burning Blade Cultist,10,11,0,7,,-1.0,10,39.0,53939.0
3203,15,219,Fizzle Darkstorm,12,12,0,7,,-1.0,12,26.0,31526.0
3204,18,342,Gazz'uz,14,14,0,7,,-1.0,14,31.0,27779.0
3205,9,186,Zalazane,10,10,0,7,,-1.0,10,16.0,33419.0
3206,8,148,Voodoo Troll,8,9,0,7,,-1.0,8,29.0,73556.0
3207,7,148,Hexed Troll,8,9,0,7,,-1.0,8,28.0,77874.0
3225,0,222,Corrupted Mottled Boar,10,11,0,1,-1.0,-1.0,10,23.0,126.0
3226,19,198,Corrupted Scorpid,10,11,0,1,-1.0,-1.0,10,41.0,229.0
3227,7,198,Corrupted Bloodtalon Scythemaw,10,11,0,1,-1.0,-1.0,10,26.0,2295.0
3228,0,222,Corrupted Surf Crawler,10,11,0,1,,-1.0,10,20.0,21.0
3229,3,102,"""Squealer"" Thornmantle",5,5,0,7,,-1.0,5,14.0,4308.0
3231,6,247,Corrupted Dreadmaw Crocolisk,11,12,0,1,,-1.0,11,25.0,60.0
3232,8,176,Bristleback Interloper,9,10,0,7,,-1.0,9,33.0,4942.0
3234,0,300,Lost Barrens Kodo,14,15,0,1,0.0,0.0,14,50.0,207.0
3235,0,713,Greater Barrens Kodo,24,25,0,1,0.0,0.0,24,119.0,164.0
3236,0,484,Barrens Kodo,19,20,0,1,0.0,0.0,19,75.0,209.0
3237,0,734,Wooly Kodo,25,26,0,1,0.0,0.0,25,135.0,161.0
3238,0,617,Stormhide,22,23,0,1,-1.0,-1.0,22,133.0,321.0
3239,0,531,Thunderhead,20,21,0,1,-1.0,-1.0,20,86.0,334.0
3240,0,449,Stormsnout,18,19,0,1,-1.0,-1.0,18,93.0,204.0
3241,0,328,Savannah Patriarch,15,16,0,1,-1.0,-1.0,15,61.0,312.0
3242,9,300,Zhevra Runner,13,14,0,1,0.0,0.0,13,55.0,242.0
3243,0,273,Savannah Highmane,12,13,0,1,-1.0,-1.0,12,39.0,217.0
3244,6,247,Greater Plainstrider,11,12,0,1,0.0,0.0,11,33.0,762.0
3245,0,356,Ornery Plainstrider,16,17,0,1,-1.0,-1.0,16,81.0,479.0
3246,6,247,Fleeting Plainstrider,12,13,0,1,0.0,0.0,12,44.0,574.0
3247,0,302,Thunderhawk Hatchling,18,20,0,1,-1.0,-1.0,19,93.0,533.0
3248,0,356,Barrens Giraffe,15,16,0,1,0.0,0.0,15,96.0,227.0
3249,0,544,Greater Thunderhawk,23,24,0,1,-1.0,-1.0,23,207.0,588.0
3250,0,531,Silithid Creeper,20,21,0,1,-1.0,-1.0,20,117.0,256.0
3251,0,484,Silithid Grub,20,20,0,1,-1.0,-1.0,20,184.0,209.0
3252,0,531,Silithid Swarmer,21,22,0,1,-1.0,-1.0,21,176.0,236.0
3253,0,664,Silithid Harvester,24,24,4,10,,-1.0,24,127.0,23.0
3254,6,178,Sunscale Lashtail,11,13,0,1,-1.0,-1.0,12,35.0,164.0
3255,6,273,Sunscale Screecher,13,15,0,1,-1.0,-1.0,14,49.0,193.0
3256,0,386,Sunscale Scytheclaw,16,18,0,1,-1.0,-1.0,17,64.0,164.0
3257,0,449,Ishamuhale,19,19,0,1,,-1.0,19,77.0,160.0
3258,30,386,Bristleback Hunter,17,18,0,7,-1.0,-1.0,17,63.0,330.0
3260,27,325,Bristleback Water Seeker,16,17,0,7,-1.0,-1.0,16,61.0,299.0
3261,33,377,Bristleback Thornweaver,18,19,0,7,-1.0,-1.0,18,68.0,346.0
3263,37,379,Bristleback Geomancer,19,20,0,7,-1.0,-1.0,19,76.0,400.0
3265,13,247,Razormane Hunter,11,12,0,7,-1.0,-1.0,11,57.0,1139.0
